img_fpath,ours_top_AVE_audio_fpath,w2c_top_AVE_audio_fpath,category,participant,ours_video_path,w2c_video_path,ours_rand_uid,w2c_rand_uid
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/5c-I4iyLr8s_f1.jpg,AVE_Filtered_NoSpeechMusic/audio/-Mn3laA2KZc.wav,AVE_Filtered_NoSpeechMusic/audio/3ndid3jni7M.wav,"Race car, auto racing",P14,final_sampled_400/ours/5c-I4iyLr8s_f1_ours.mp4,final_sampled_400/w2c_baseline/5c-I4iyLr8s_f1_W2C.mp4,eb03b099-66ce-41ea-b1c4-a182fe1f8d99,8be4ee13-3ab7-414a-86c8-65bc5ebac726
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/4xW7mL-QIQw_f3.jpg,AVE_Filtered_NoSpeechMusic/audio/J-Igx1Ucy-Y.wav,AVE_Filtered_NoSpeechMusic/audio/B6kHGmBYycY.wav,Bark,P15,final_sampled_400/ours/4xW7mL-QIQw_f3_ours.mp4,final_sampled_400/w2c_baseline/4xW7mL-QIQw_f3_W2C.mp4,9aeb3d11-cea2-47fd-8b12-be69eb02e3f0,dffa5862-1d49-4383-8816-f6fa1dd8b78d
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/3ibg2eaD2jo_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/-Mn3laA2KZc.wav,AVE_Filtered_NoSpeechMusic/audio/CYgCdPSDuLU.wav,"Race car, auto racing",P16,final_sampled_400/ours/3ibg2eaD2jo_f5_ours.mp4,final_sampled_400/w2c_baseline/3ibg2eaD2jo_f5_W2C.mp4,6b54e5eb-ea8a-4962-9575-64a5ffcb0372,0c944b0e-d104-4a76-a364-80577d9d7394
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/1CQR2Nh6ZaU_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/2Dv8SGM7W1A.wav,AVE_Filtered_NoSpeechMusic/audio/-8S9TKWIOSc.wav,Chainsaw,P17,final_sampled_400/ours/1CQR2Nh6ZaU_f5_ours.mp4,final_sampled_400/w2c_baseline/1CQR2Nh6ZaU_f5_W2C.mp4,5fcced85-29d4-41ce-8322-51008740a3b4,bf4c0277-d0d8-45e3-a4e6-e263fd35a8b4
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/-wblF8Yd3pQ_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/6Cg0TkI_GKk.wav,AVE_Filtered_NoSpeechMusic/audio/-eO7J5kuaUg.wav,Motorcycle,P18,final_sampled_400/ours/-wblF8Yd3pQ_f5_ours.mp4,final_sampled_400/w2c_baseline/-wblF8Yd3pQ_f5_W2C.mp4,729a8b2e-ed5c-43d9-b992-ec34da18fe4a,f8d003d7-b3dd-4033-a219-ed84ab2c0ab8
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/5fiZvFes7nY_f6.jpg,AVE_Filtered_NoSpeechMusic/audio/-Mn3laA2KZc.wav,AVE_Filtered_NoSpeechMusic/audio/4RhARbjonAQ.wav,"Race car, auto racing",P19,final_sampled_400/ours/5fiZvFes7nY_f6_ours.mp4,final_sampled_400/w2c_baseline/5fiZvFes7nY_f6_W2C.mp4,1865ac9b-31cf-47aa-be47-94d7a627e84f,9264c03f-c93c-4809-94f7-d1261fcc7480
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/-H_3oEkKe0M_f6.jpg,AVE_Filtered_NoSpeechMusic/audio/6Cg0TkI_GKk.wav,AVE_Filtered_NoSpeechMusic/audio/US_NJY_cGqw.wav,Motorcycle,P20,final_sampled_400/ours/-H_3oEkKe0M_f6_ours.mp4,final_sampled_400/w2c_baseline/-H_3oEkKe0M_f6_W2C.mp4,55fcc893-7f4b-48d2-9507-e904962864f9,3216aeb8-7743-4386-8293-db1e407380b7
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/F9zSHQFLLOg_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/iHCnXCi1-Xg.wav,AVE_Filtered_NoSpeechMusic/audio/d88slBelHe8.wav,Church bell,P1,final_sampled_400/ours/F9zSHQFLLOg_f5_ours.mp4,final_sampled_400/w2c_baseline/F9zSHQFLLOg_f5_W2C.mp4,ea8f9462-a17d-4084-a7cc-e81c3cb363e9,88508624-da7a-433a-bcce-87090e67bc4a
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/0-DNtl3i7D8_f4.jpg,AVE_Filtered_NoSpeechMusic/audio/0R4uO4Vy9c0.wav,AVE_Filtered_NoSpeechMusic/audio/36xzrUTlmKw.wav,Cat,P2,final_sampled_400/ours/0-DNtl3i7D8_f4_ours.mp4,final_sampled_400/w2c_baseline/0-DNtl3i7D8_f4_W2C.mp4,66c2821d-adab-4ec3-8fe8-b33c7eacdee3,dbb6b71a-cc2e-4552-a5b7-0f9ee8d22203
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/0FJTPgjCfao_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/15w5MOkhlZI.wav,AVE_Filtered_NoSpeechMusic/audio/-IKMo9-20Zc.wav,Bus,P3,final_sampled_400/ours/0FJTPgjCfao_f5_ours.mp4,final_sampled_400/w2c_baseline/0FJTPgjCfao_f5_W2C.mp4,d9f14942-10bc-4c38-95d0-dd7d0b444784,98494d75-a79d-4cd1-8154-dc1b8b001e2e
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/6hS3y44hjrI_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/-oL-TYoSpzs.wav,AVE_Filtered_NoSpeechMusic/audio/-8S9TKWIOSc.wav,Chainsaw,P4,final_sampled_400/ours/6hS3y44hjrI_f5_ours.mp4,final_sampled_400/w2c_baseline/6hS3y44hjrI_f5_W2C.mp4,b93458bf-d381-40a1-9b96-d094db4676ed,53dc8a73-5c68-4727-8131-66f03833dfe4
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/0F0lo2ICjVg_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/6Cg0TkI_GKk.wav,AVE_Filtered_NoSpeechMusic/audio/-eO7J5kuaUg.wav,Motorcycle,P5,final_sampled_400/ours/0F0lo2ICjVg_f5_ours.mp4,final_sampled_400/w2c_baseline/0F0lo2ICjVg_f5_W2C.mp4,d3f974ce-c198-42f6-890c-43c2c91f86cc,3cf36f97-c0f7-4ba7-b48d-18f128aaa362
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/J4MfYfhPTh4_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/5f6RijX5c8E.wav,AVE_Filtered_NoSpeechMusic/audio/QSgqjJ2iglM.wav,Clock,P6,final_sampled_400/ours/J4MfYfhPTh4_f5_ours.mp4,final_sampled_400/w2c_baseline/J4MfYfhPTh4_f5_W2C.mp4,fbfafea0-be52-436d-a691-5b2c6c51b871,524f1c65-8f16-4af4-8413-a2c03c8e3d0d
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/H_bgPn81rww_f8.jpg,AVE_Filtered_NoSpeechMusic/audio/12lHWBzDR9E.wav,AVE_Filtered_NoSpeechMusic/audio/B6kHGmBYycY.wav,Bark,P7,final_sampled_400/ours/H_bgPn81rww_f8_ours.mp4,final_sampled_400/w2c_baseline/H_bgPn81rww_f8_W2C.mp4,de60457d-1843-4c60-bc95-8c6ac12f34de,ddc685bb-6dbd-44a8-8937-616c5c4a0ba9
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/3N_MqBnppv0_f3.jpg,AVE_Filtered_NoSpeechMusic/audio/09pbvSZmkZE.wav,AVE_Filtered_NoSpeechMusic/audio/4RhARbjonAQ.wav,"Race car, auto racing",P8,final_sampled_400/ours/3N_MqBnppv0_f3_ours.mp4,final_sampled_400/w2c_baseline/3N_MqBnppv0_f3_W2C.mp4,5153f50d-0fbd-490a-9172-6058321a1e1f,7a74f654-56cd-4c95-a563-091b8bd79b37
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/0VjkHdAS4mI_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/-ztsjdrEqVQ.wav,AVE_Filtered_NoSpeechMusic/audio/-eO7J5kuaUg.wav,Motorcycle,P9,final_sampled_400/ours/0VjkHdAS4mI_f5_ours.mp4,final_sampled_400/w2c_baseline/0VjkHdAS4mI_f5_W2C.mp4,d3a5d7fe-f2cf-4a56-ab48-fea09430c2e8,acb8af0d-d011-4d43-b659-4be38f9e748f
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/qRUirWhTreY_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/Ru7m8PyMlVM.wav,AVE_Filtered_NoSpeechMusic/audio/oM5CRdBtKao.wav,Church bell,P10,final_sampled_400/ours/qRUirWhTreY_f5_ours.mp4,final_sampled_400/w2c_baseline/qRUirWhTreY_f5_W2C.mp4,ca1af9a2-dfa6-4b74-bc0f-1c9294ff540a,79e79bee-a32d-409e-b5cc-275ddf8be5a5
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/1VVcSXcb51o_f8.jpg,AVE_Filtered_NoSpeechMusic/audio/-Mn3laA2KZc.wav,AVE_Filtered_NoSpeechMusic/audio/3ndid3jni7M.wav,Train horn,P11,final_sampled_400/ours/1VVcSXcb51o_f8_ours.mp4,final_sampled_400/w2c_baseline/1VVcSXcb51o_f8_W2C.mp4,49d0ce4b-0b7b-4725-9092-24596c898308,908556f8-bbea-4cf3-a452-edf1877f533b
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/5j9AJOlOzJI_f7.jpg,AVE_Filtered_NoSpeechMusic/audio/6nakxDQFBlI.wav,AVE_Filtered_NoSpeechMusic/audio/RTe-0YG5QS8.wav,"Fixed-wing aircraft, airplane",P12,final_sampled_400/ours/5j9AJOlOzJI_f7_ours.mp4,final_sampled_400/w2c_baseline/5j9AJOlOzJI_f7_W2C.mp4,b6d9ac71-86d4-4385-b2cf-99ad5853ae9d,d49ea870-5130-4e82-bbd8-df19e6290ae2
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/Iu25yrsetUM_f1.jpg,AVE_Filtered_NoSpeechMusic/audio/6Cg0TkI_GKk.wav,AVE_Filtered_NoSpeechMusic/audio/4dbhc3pklcQ.wav,Bark,P13,final_sampled_400/ours/Iu25yrsetUM_f1_ours.mp4,final_sampled_400/w2c_baseline/Iu25yrsetUM_f1_W2C.mp4,f8250591-d03c-4fd8-abdb-74f6221996d7,d325bbd6-2f6c-4940-87e2-d41449026cb1
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/1aJK75652Ns_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/-2TWQG-UIug.wav,AVE_Filtered_NoSpeechMusic/audio/03LzjpuHPT0.wav,Goat,P14,final_sampled_400/ours/1aJK75652Ns_f5_ours.mp4,final_sampled_400/w2c_baseline/1aJK75652Ns_f5_W2C.mp4,988bf95b-9563-482c-9492-88524b9ddcd2,1d35f0af-cb9b-4a7d-8026-56cf692ac30d
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/LUio86WKdfc_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/Ru7m8PyMlVM.wav,AVE_Filtered_NoSpeechMusic/audio/d88slBelHe8.wav,Church bell,P15,final_sampled_400/ours/LUio86WKdfc_f5_ours.mp4,final_sampled_400/w2c_baseline/LUio86WKdfc_f5_W2C.mp4,a3d6daa7-9d0a-46e8-8ad8-30598f28b144,f1de9c7c-9565-47f6-af64-013ac0b50752
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/0kY6vhTc4yE_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/0R4uO4Vy9c0.wav,AVE_Filtered_NoSpeechMusic/audio/QSgqjJ2iglM.wav,Cat,P16,final_sampled_400/ours/0kY6vhTc4yE_f5_ours.mp4,final_sampled_400/w2c_baseline/0kY6vhTc4yE_f5_W2C.mp4,cfca5986-12c4-47fa-b2fc-913dcf15b334,9879bae1-e8a8-48b3-9948-68de197060eb
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/8u3IVrtMy-A_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/-2TWQG-UIug.wav,AVE_Filtered_NoSpeechMusic/audio/03LzjpuHPT0.wav,Goat,P17,final_sampled_400/ours/8u3IVrtMy-A_f5_ours.mp4,final_sampled_400/w2c_baseline/8u3IVrtMy-A_f5_W2C.mp4,f009edd2-7fe4-4b53-a13a-792a920e2c76,d6fccdea-22cb-4f01-bca1-1731d1d2a978
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/-qu6yqh6F_k_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/0B8Wt5PiL1k.wav,AVE_Filtered_NoSpeechMusic/audio/2MzX4ArMlBg.wav,Train horn,P18,final_sampled_400/ours/-qu6yqh6F_k_f5_ours.mp4,final_sampled_400/w2c_baseline/-qu6yqh6F_k_f5_W2C.mp4,1b9b9ebf-14f0-45f5-b82e-ed80cfef0672,61080c87-380c-4c51-b9a9-c94e854d2dee
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/-rKcmCOBuRc_f7.jpg,AVE_Filtered_NoSpeechMusic/audio/15w5MOkhlZI.wav,AVE_Filtered_NoSpeechMusic/audio/0LJ1Wzda0QE.wav,Bus,P19,final_sampled_400/ours/-rKcmCOBuRc_f7_ours.mp4,final_sampled_400/w2c_baseline/-rKcmCOBuRc_f7_W2C.mp4,2e827cf3-f86f-439a-a7c4-a53df5922efd,641d0c24-0d38-494e-afc0-e6eb1120c75b
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/-Fch7ZrYmWA_f2.jpg,AVE_Filtered_NoSpeechMusic/audio/0ma2BvnQn2o.wav,AVE_Filtered_NoSpeechMusic/audio/17BnUuWiMbU.wav,Frying (food),P20,final_sampled_400/ours/-Fch7ZrYmWA_f2_ours.mp4,final_sampled_400/w2c_baseline/-Fch7ZrYmWA_f2_W2C.mp4,1d670e95-c701-4b65-8809-2951e381e27b,b032bed6-42dd-49e3-81a7-4d3bdc400496
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/Jt2ycIPZ2uU_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/6nakxDQFBlI.wav,AVE_Filtered_NoSpeechMusic/audio/-f84OxDzI54.wav,"Fixed-wing aircraft, airplane",P1,final_sampled_400/ours/Jt2ycIPZ2uU_f5_ours.mp4,final_sampled_400/w2c_baseline/Jt2ycIPZ2uU_f5_W2C.mp4,968e82e1-3f8d-4408-8b4c-fcb1c84456c4,9e4645b4-e7a4-4459-8455-f0b8d95f7780
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/2G2H1jm58XU_f3.jpg,AVE_Filtered_NoSpeechMusic/audio/-2TWQG-UIug.wav,AVE_Filtered_NoSpeechMusic/audio/AIDhyqwbUNU.wav,Horse,P2,final_sampled_400/ours/2G2H1jm58XU_f3_ours.mp4,final_sampled_400/w2c_baseline/2G2H1jm58XU_f3_W2C.mp4,03f5c6b0-ee78-460e-b383-2689e6fe0872,76400756-c9d5-4d86-bf1e-c63d4b211115
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/0hdET5bXEwU_f2.jpg,AVE_Filtered_NoSpeechMusic/audio/-2TWQG-UIug.wav,AVE_Filtered_NoSpeechMusic/audio/1aJK75652Ns.wav,Horse,P3,final_sampled_400/ours/0hdET5bXEwU_f2_ours.mp4,final_sampled_400/w2c_baseline/0hdET5bXEwU_f2_W2C.mp4,eee5bc72-4fea-4928-843b-3abad6464f78,94c1110e-b76c-4e85-99b8-404fb66c2759
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/-ygqz4jLcsk_f8.jpg,AVE_Filtered_NoSpeechMusic/audio/2jAVRDkz42M.wav,AVE_Filtered_NoSpeechMusic/audio/17BnUuWiMbU.wav,Toilet flush,P4,final_sampled_400/ours/-ygqz4jLcsk_f8_ours.mp4,final_sampled_400/w2c_baseline/-ygqz4jLcsk_f8_W2C.mp4,4b48f03f-a039-4363-a897-680fe93a18fb,d48a1882-fbf9-465b-b47b-8cd2832dc3d0
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/8SvugCZ9Vkk_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/-2TWQG-UIug.wav,AVE_Filtered_NoSpeechMusic/audio/25OVN5Ey3FU.wav,Goat,P5,final_sampled_400/ours/8SvugCZ9Vkk_f5_ours.mp4,final_sampled_400/w2c_baseline/8SvugCZ9Vkk_f5_W2C.mp4,48cb8c50-f856-455b-a1fd-1a01413f6d2e,e419c428-52ec-40c4-9750-6d435118769a
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/0_kuKQlFKZg_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/0R4uO4Vy9c0.wav,AVE_Filtered_NoSpeechMusic/audio/J-Igx1Ucy-Y.wav,Cat,P6,final_sampled_400/ours/0_kuKQlFKZg_f5_ours.mp4,final_sampled_400/w2c_baseline/0_kuKQlFKZg_f5_W2C.mp4,c48ef38e-f045-4e27-89db-58aab83d14b3,d16d85f4-0023-4a04-9b60-3be143c4abb2
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/-aYMUIRFbcM_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/15w5MOkhlZI.wav,AVE_Filtered_NoSpeechMusic/audio/-IKMo9-20Zc.wav,Truck,P7,final_sampled_400/ours/-aYMUIRFbcM_f5_ours.mp4,final_sampled_400/w2c_baseline/-aYMUIRFbcM_f5_W2C.mp4,0149ff5f-5c63-4a42-9b7d-420a6b8375de,2bf1684a-46b7-417a-b433-60f47aa0364b
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/4nvAbP6wXDA_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/Gnu1-w9OGME.wav,AVE_Filtered_NoSpeechMusic/audio/N0e-DZo7gDk.wav,"Rodents, rats, mice",P8,final_sampled_400/ours/4nvAbP6wXDA_f5_ours.mp4,final_sampled_400/w2c_baseline/4nvAbP6wXDA_f5_W2C.mp4,eaae1463-09c5-4ea8-a2fc-bf5bcfce8ea2,ea942f93-4c59-4cad-b3af-885eba1206cf
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/7BYaHGoCg0g_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/-G7qHyhEZEY.wav,AVE_Filtered_NoSpeechMusic/audio/RTe-0YG5QS8.wav,Helicopter,P9,final_sampled_400/ours/7BYaHGoCg0g_f5_ours.mp4,final_sampled_400/w2c_baseline/7BYaHGoCg0g_f5_W2C.mp4,52eb91ad-420d-4833-983f-28ac78d03e88,5ede378e-17e1-41b6-ae65-01f38105af24
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/T192PyU-mko_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/HEqn0tgCtDM.wav,AVE_Filtered_NoSpeechMusic/audio/QSgqjJ2iglM.wav,Clock,P10,final_sampled_400/ours/T192PyU-mko_f5_ours.mp4,final_sampled_400/w2c_baseline/T192PyU-mko_f5_W2C.mp4,de0c5f2b-839c-4f2b-8f8d-36c7a55efa37,64de9c59-7859-4f95-a4f8-0c81622d41eb
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/aCFSsc8Q4So_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/09pbvSZmkZE.wav,AVE_Filtered_NoSpeechMusic/audio/d88slBelHe8.wav,Church bell,P11,final_sampled_400/ours/aCFSsc8Q4So_f5_ours.mp4,final_sampled_400/w2c_baseline/aCFSsc8Q4So_f5_W2C.mp4,08651e4e-c796-4c7f-9337-00d38496e91b,c4ab8146-0ea6-482b-afc2-19744419feff
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/4mXikhkrUXA_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/6Hz2So8JxHE.wav,AVE_Filtered_NoSpeechMusic/audio/-2kErLFAk5k.wav,Helicopter,P12,final_sampled_400/ours/4mXikhkrUXA_f5_ours.mp4,final_sampled_400/w2c_baseline/4mXikhkrUXA_f5_W2C.mp4,f9ab5548-80b3-4a6c-ade7-af988c012c5b,3567e775-813c-4de1-b91c-8013af707430
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/76rJsot3DqM_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/2Dv8SGM7W1A.wav,AVE_Filtered_NoSpeechMusic/audio/-8S9TKWIOSc.wav,Chainsaw,P13,final_sampled_400/ours/76rJsot3DqM_f5_ours.mp4,final_sampled_400/w2c_baseline/76rJsot3DqM_f5_W2C.mp4,c6619731-7623-4030-a33b-85f56d000462,a49594c3-1b80-4c7b-853f-2651290de0b6
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/0q1Ytfn8yMU_f3.jpg,AVE_Filtered_NoSpeechMusic/audio/0R4uO4Vy9c0.wav,AVE_Filtered_NoSpeechMusic/audio/B6kHGmBYycY.wav,Cat,P14,final_sampled_400/ours/0q1Ytfn8yMU_f3_ours.mp4,final_sampled_400/w2c_baseline/0q1Ytfn8yMU_f3_W2C.mp4,0c792d8e-b905-4fae-8df4-2e3e0a672af2,c46a06e3-4274-4fd9-8a22-49d809024ed6
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/05c_JwurbrU_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/-ztsjdrEqVQ.wav,AVE_Filtered_NoSpeechMusic/audio/0X9wj5DvYnA.wav,Motorcycle,P15,final_sampled_400/ours/05c_JwurbrU_f5_ours.mp4,final_sampled_400/w2c_baseline/05c_JwurbrU_f5_W2C.mp4,22a1a645-7567-49df-aba8-ddb0e66758e5,cb804b68-c12c-434a-aced-ab17d4faa15b
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/7siHuS7Veio_f7.jpg,AVE_Filtered_NoSpeechMusic/audio/2jAVRDkz42M.wav,AVE_Filtered_NoSpeechMusic/audio/QSgqjJ2iglM.wav,Toilet flush,P16,final_sampled_400/ours/7siHuS7Veio_f7_ours.mp4,final_sampled_400/w2c_baseline/7siHuS7Veio_f7_W2C.mp4,1729c89e-ae96-4d24-a6d2-e56d1da9ced6,df61bbcb-e075-488c-af1f-8b57d7fddc5e
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/53oq_Otm_XI_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/2bSkMSmVolk.wav,AVE_Filtered_NoSpeechMusic/audio/3ndid3jni7M.wav,Train horn,P17,final_sampled_400/ours/53oq_Otm_XI_f5_ours.mp4,final_sampled_400/w2c_baseline/53oq_Otm_XI_f5_W2C.mp4,915ffcc6-b269-4fef-8a16-c9cebe053356,bb4b72e7-48ee-4495-a5ab-cdd056d50199
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/0sbkEsiPq6g_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/15w5MOkhlZI.wav,AVE_Filtered_NoSpeechMusic/audio/-GYwMQJmQEo.wav,Bus,P18,final_sampled_400/ours/0sbkEsiPq6g_f5_ours.mp4,final_sampled_400/w2c_baseline/0sbkEsiPq6g_f5_W2C.mp4,19e1a696-8c54-4f88-8ead-c97a946d60e0,a1b495b9-f0c0-4ab9-b619-abcd310dd3f3
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/7Fa0CGltW9I_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/-2TWQG-UIug.wav,AVE_Filtered_NoSpeechMusic/audio/M7hcb2v2Z_0.wav,Goat,P19,final_sampled_400/ours/7Fa0CGltW9I_f5_ours.mp4,final_sampled_400/w2c_baseline/7Fa0CGltW9I_f5_W2C.mp4,1154b55e-9369-499e-987a-e3df40dd2c92,b3dccffe-96a5-49b2-ad9c-091d2455c166
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/8lXrIvCE_8k_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/0R4uO4Vy9c0.wav,AVE_Filtered_NoSpeechMusic/audio/6ExUE6V95Tw.wav,"Rodents, rats, mice",P20,final_sampled_400/ours/8lXrIvCE_8k_f5_ours.mp4,final_sampled_400/w2c_baseline/8lXrIvCE_8k_f5_W2C.mp4,a47f1d27-d439-4e4b-abee-96d20da0f165,83e6c1e1-446b-4589-ad04-778917abc89e
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/Stq3c1JLRXQ_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/HEqn0tgCtDM.wav,AVE_Filtered_NoSpeechMusic/audio/QSgqjJ2iglM.wav,Clock,P1,final_sampled_400/ours/Stq3c1JLRXQ_f5_ours.mp4,final_sampled_400/w2c_baseline/Stq3c1JLRXQ_f5_W2C.mp4,b92c2494-f92d-49b6-91dd-e707bca75945,868dcaf5-7bfa-487c-a9ab-9f4d6ca41d6f
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/HQ6bw3Eou1U_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/6nakxDQFBlI.wav,AVE_Filtered_NoSpeechMusic/audio/C3q2vSaKlHM.wav,"Fixed-wing aircraft, airplane",P2,final_sampled_400/ours/HQ6bw3Eou1U_f5_ours.mp4,final_sampled_400/w2c_baseline/HQ6bw3Eou1U_f5_W2C.mp4,a5be158f-833f-4765-bd1c-727773c436f2,bd2f4435-29e0-4b2c-bcad-4a9683b41cb8
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/3cMqNcphAxE_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/-Mn3laA2KZc.wav,AVE_Filtered_NoSpeechMusic/audio/33fbMHu4nzo.wav,"Race car, auto racing",P3,final_sampled_400/ours/3cMqNcphAxE_f5_ours.mp4,final_sampled_400/w2c_baseline/3cMqNcphAxE_f5_W2C.mp4,99beb0ba-0dc6-4117-a199-24d66e461792,a8f4ed19-72aa-4361-8d00-089e9124b674
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/2u1uhPJjG0E_f3.jpg,AVE_Filtered_NoSpeechMusic/audio/-6oO5OktZVk.wav,AVE_Filtered_NoSpeechMusic/audio/17BnUuWiMbU.wav,Frying (food),P4,final_sampled_400/ours/2u1uhPJjG0E_f3_ours.mp4,final_sampled_400/w2c_baseline/2u1uhPJjG0E_f3_W2C.mp4,ea08cc78-dbd4-4de9-acb5-d4d4fed067b6,b522ec0f-d934-40d5-84e8-2634c4ecf934
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/6CCjRlDMsnY_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/2jAVRDkz42M.wav,AVE_Filtered_NoSpeechMusic/audio/17BnUuWiMbU.wav,Frying (food),P5,final_sampled_400/ours/6CCjRlDMsnY_f5_ours.mp4,final_sampled_400/w2c_baseline/6CCjRlDMsnY_f5_W2C.mp4,9eb1b83a-d367-4d9e-98bd-b4f7d2092008,326ddc7c-4d3a-4b17-a75d-9542d12978a9
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/MPoYClwucBo_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/Gnu1-w9OGME.wav,AVE_Filtered_NoSpeechMusic/audio/N0e-DZo7gDk.wav,"Rodents, rats, mice",P6,final_sampled_400/ours/MPoYClwucBo_f5_ours.mp4,final_sampled_400/w2c_baseline/MPoYClwucBo_f5_W2C.mp4,6f46b8b0-0d38-49fd-8b34-e554f2284b2d,beb11218-ff90-4cb9-82d5-a20718cf490f
