img_fpath,ours_top_PSE_audio_fpath,w2c_top_PSE_audio_fpath,category,participant,ours_rand_uid,w2c_rand_uid,ours_video_path,w2c_video_path
71980669_f2.png,PSE_audio_dataset_split_filtered_JAN23_16k/Doors/Sounds/DOORSwng_Swinging Service Door Open Squeak Subtle Spring_PSE_DRS_bM5sK_2.wav,PSE_audio_dataset_split_filtered_JAN23_16k/King Collection - Guns - Pro/Guns/Rifle/GUNRif_Colt M4 Carbine Rifle Gunshots 02 24 M6_PSE_KCGP_YO98E_7.wav,doors,P1,63b96d38-5f7b-484e-838f-8d181cb28b83,4301caab-505d-4802-896f-5fd53a3d0a9b,final_sampled_400/ours/71980669_f2_ours.mp4,final_sampled_400/w2c_baseline/71980669_f2_W2C.mp4
107756424_f27.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Expanded/Motors/Electric/MOTRElec_Small Servo Tiny Motor Buzzy_PSE_OX_YVFIt_0.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Bells/Doorbell/BELLDoor_Synth Chimes Single and Double Hits Ring 03_PSE_OCX_sgDvz_0.wav,objects,P2,bb27e06c-00fa-4732-aab8-95dd21159038,d20fd61c-7a74-478d-9526-849834ab6b64,final_sampled_400/ours/107756424_f27_ours.mp4,final_sampled_400/w2c_baseline/107756424_f27_W2C.mp4
115513308_f7.png,PSE_audio_dataset_split_filtered_JAN23_16k/Gen Collection - Vol. 1/Clocks/Tick/CLOCKTick_Egg Timer Ticking Ring at Tail_PSE_GEN_R7cTl_11.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Machines/Bells/Misc/BELLMisc_Oven Timer Clockwork Buzz Bell Ding Ring 03_PSE_OM_qaZG1_0.wav,clocks,P3,8d36ca98-20a5-4cd7-8cab-5926b348a108,449364e6-2e82-4da9-a262-00d58d8ba5ab,final_sampled_400/ours/115513308_f7_ours.mp4,final_sampled_400/w2c_baseline/115513308_f7_W2C.mp4
150898365_f9.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Aircraft/Jet/AEROJet_Mitsubishi MU2 Idle 06_PSE_OCX_CtSGz_0.wav,PSE_audio_dataset_split_filtered_JAN23_16k/King Collection - Aircraft - Pro/Aircraft/AEROProp_Beechcraft Fast Fly By_PSE_KCACP_mtlLf_0.wav,aircraft,P4,cda6a89e-32cd-4385-abd9-3d8652f75c99,8006395d-9d06-4251-9026-d97df6706483,final_sampled_400/ours/150898365_f9_ours.mp4,final_sampled_400/w2c_baseline/150898365_f9_W2C.mp4
143550515_f6.png,PSE_audio_dataset_split_filtered_JAN23_16k/Doors/Sounds/DOORSwng_Swinging Service Door Open Squeak Subtle Spring_PSE_DRS_bM5sK_2.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Starter/Bells/Handbell/BELLHand_Bell Rings 02_PSE_OS_dYg2J_13.wav,drawers,P5,5b952168-5aea-491f-a3cf-7ca3c0f321ce,ca2a1a40-e299-4a1a-bd41-f92c1ba3e516,final_sampled_400/ours/143550515_f6_ours.mp4,final_sampled_400/w2c_baseline/143550515_f6_W2C.mp4
180326573_f6.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Wood/Friction/WOODFric_Big Tree Creak Fibrous Wooden Swaying Movements 04_PSE_OCX_UtdaK_12.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Machines/Communications/Camera/COMCam_Camera Flash Recharge Ascending Sharp Pitch 01_PSE_OM_4Cmzc_2.wav,vegetation,P6,225d0b3b-5f80-48cb-9398-70eb8acc5b5c,18c79020-a8c1-46e6-aa63-3d04afb87a66,final_sampled_400/ours/180326573_f6_ours.mp4,final_sampled_400/w2c_baseline/180326573_f6_W2C.mp4
67259999_f8.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Essentials/Destruction/Misc/DESTRMisc_Pottery Breaks_PSE_OE_4O81h_3.wav,PSE_audio_dataset_split_filtered_JAN23_16k/King Collection - Guns - Pro/Guns/Rifle/GUNRif_Colt M4 Carbine Rifle Gunshots 02 24 M6_PSE_KCGP_YO98E_7.wav,animals,P7,b036397a-a80e-4d18-8feb-571b962d831f,e7145a41-489e-4daa-adec-21b157f491c3,final_sampled_400/ours/67259999_f8_ours.mp4,final_sampled_400/w2c_baseline/67259999_f8_W2C.mp4
55460840_f1.png,PSE_audio_dataset_split_filtered_JAN23_16k/King Collection - Guns - Pro/Guns/Rifle/GUNRif_FN FAL 308 Battle Rifle Int Gunshots 03 77-02 M3_PSE_KCGP_UfY60_2.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Machines/Communications/Camera/COMCam_Camera Flash Recharge Ascending Sharp Pitch 01_PSE_OM_4Cmzc_2.wav,liquid & mud,P8,14d57a45-8067-4953-83f3-707b82a90184,6c5e8a35-4efa-4b89-8c91-228bc5e7002a,final_sampled_400/ours/55460840_f1_ours.mp4,final_sampled_400/w2c_baseline/55460840_f1_W2C.mp4
114824012_f14.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Weather/Thunder/THUN_Thunder Constant Light Rain Soft Airy Breeze 02_PSE_OCX_pTBDO_20.wav,PSE_audio_dataset_split_filtered_JAN23_16k/King Collection - Aircraft/Aircraft/AEROMil_F16 Thunderbird Jet Fly Over Maneuvers 04 ST1_PSE_KCAC_b6IpA_0.wav,weather,P9,4bc779e5-dd99-48ec-b480-91ea6e94409e,cf0cfe11-7b23-42ef-ac1b-805d4fde3f55,final_sampled_400/ours/114824012_f14_ours.mp4,final_sampled_400/w2c_baseline/114824012_f14_W2C.mp4
120225129_f0.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Expanded/Aircraft/Prop/AEROProp_Beechcraft Debonair Prop Plane Door Creak_PSE_OX_wWTIP_0.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Essentials/Bullets/Impact/BLLTImpt_Bullet Impact_PSE_OE_hFK4E_3.wav,objects,P10,1439944a-56e2-43d7-a9f9-1842d9cf8f29,ce67fe0b-54dd-4fba-accb-53c29d5b9f0f,final_sampled_400/ours/120225129_f0_ours.mp4,final_sampled_400/w2c_baseline/120225129_f0_W2C.mp4
131598351_f8.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Expanded/Destruction/Misc/DESTRMisc_Pottery Shards CU Movement Multiple Drops_PSE_OX_0s9g7_3.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Expanded/Bells/Doorbell/BELLDoor_Door Chimes Various Tone Sequences Door Bell_PSE_OX_T4tLZ_9.wav,food & drink,P11,c788ef1e-9296-4882-a7af-af4aa1d8fd46,0f9f4b30-7ab8-4dd9-b75d-e86e94177038,final_sampled_400/ours/131598351_f8_ours.mp4,final_sampled_400/w2c_baseline/131598351_f8_W2C.mp4
39119839_f18.png,PSE_audio_dataset_split_filtered_JAN23_16k/Doors/Sounds/DOORSwng_Swinging Service Door Open Squeak Subtle Spring_PSE_DRS_bM5sK_2.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Bells/Doorbell/BELLDoor_Synth Chimes Single and Double Hits Ring 03_PSE_OCX_sgDvz_0.wav,water,P12,7f3f9067-3e72-4389-9e78-a3463ff39a83,0a6fe287-ed9b-44d1-9260-af411fec6b74,final_sampled_400/ours/39119839_f18_ours.mp4,final_sampled_400/w2c_baseline/39119839_f18_W2C.mp4
182818499_f0.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Expanded/Aircraft/Prop/AEROProp_Beechcraft Debonair Prop Plane Door Creak_PSE_OX_wWTIP_0.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Essentials/Bullets/Impact/BLLTImpt_Bullet Impact_PSE_OE_hFK4E_3.wav,vehicles,P13,2d81e17d-b07f-406c-bbd3-20ffbc5f8e4b,f56e112b-0116-446c-bee9-2d6ca7170116,final_sampled_400/ours/182818499_f0_ours.mp4,final_sampled_400/w2c_baseline/182818499_f0_W2C.mp4
93956349_f14.png,PSE_audio_dataset_split_filtered_JAN23_16k/King Collection - Guns - Pro/Guns/Pistol/GUNPis_Smith Wesson Scofield Revolver Single Gunshots 05 26 ST1_PSE_KCGP_a9VlQ_0.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Machines/Communications/Camera/COMCam_Camera Flash Recharge Ascending Sharp Pitch 01_PSE_OM_4Cmzc_2.wav,bullets,P14,41c64d90-5983-4b15-a8a9-a6dd33012462,7f447c6c-3f8f-4946-8f13-19fa6fb1d1e6,final_sampled_400/ours/93956349_f14_ours.mp4,final_sampled_400/w2c_baseline/93956349_f14_W2C.mp4
162940079_f3.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Aircraft/Jet/AEROJet_Mitsubishi MU2 Idle 06_PSE_OCX_CtSGz_0.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Liquid & Mud/Movement/LIQMvmt_Snake Short Movements Slimy_PSE_OCX_xtK1W_5.wav,motors,P15,f11b1066-f6db-4e2c-8531-f0d8761561c6,76f12342-2b95-4f6d-9298-6bb91d079d82,final_sampled_400/ours/162940079_f3_ours.mp4,final_sampled_400/w2c_baseline/162940079_f3_W2C.mp4
164123344_f23.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Weather/Thunder/THUN_Thunder Constant Distant Rolling Booms Echoing 02_PSE_OCX_2vNnw_15.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Expanded/Weather/Thunder/THUN_Rolling Thunder Big Roll Rumble_PSE_OX_VIuRk_0.wav,weather,P16,ea922eac-0d3d-455f-9254-92e564c274ae,17172357-6a14-486c-b347-80f04cb2eb45,final_sampled_400/ours/164123344_f23_ours.mp4,final_sampled_400/w2c_baseline/164123344_f23_W2C.mp4
67068149_f3.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Aircraft/Jet/AEROJet_Mitsubishi MU2 Idle 06_PSE_OCX_CtSGz_0.wav,PSE_audio_dataset_split_filtered_JAN23_16k/Gen Collection - Vol. 1/Beeps/General/BEEP_Stinging Echoing Rattly Ringing Whine_PSE_GEN_nplMU_3.wav,aircraft,P17,9d7bb259-f36c-48ea-a3dc-d98e27f20802,f976fc37-23e4-4b7c-b2ff-3644868117f3,final_sampled_400/ours/67068149_f3_ours.mp4,final_sampled_400/w2c_baseline/67068149_f3_W2C.mp4
178165876_f5.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Sports/Field/SPRTField_Soccer Bounce Exterior CU Kicking Hits_PSE_OCX_zKpjJ_2.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Bells/Doorbell/BELLDoor_Synth Chimes Single and Double Hits Ring 03_PSE_OCX_sgDvz_0.wav,plastic,P18,fc660d95-82a2-4483-9c31-82ca06aa972c,21e016a3-20ae-41d6-a9e5-bf1e1b746ee4,final_sampled_400/ours/178165876_f5_ours.mp4,final_sampled_400/w2c_baseline/178165876_f5_W2C.mp4
128354412_f2.png,PSE_audio_dataset_split_filtered_JAN23_16k/King Collection - Guns - Pro/Guns/Rifle/GUNRif_FN FAL 308 Battle Rifle Int Gunshots 03 77-02 M3_PSE_KCGP_UfY60_2.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Bells/Large/BELLLrg_Church Bell Evil Toll Low Airy Rumble_PSE_OCX_5MoxY_0.wav,bullets,P19,66c1cd41-f9b2-4d96-b132-16ce1e51ce2e,560030e8-07ad-460f-ba73-7e31e3c28c25,final_sampled_400/ours/128354412_f2_ours.mp4,final_sampled_400/w2c_baseline/128354412_f2_W2C.mp4
55463586_f0.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Sports/Field/SPRTField_Soccer Bounce Exterior CU Kicking Hits_PSE_OCX_zKpjJ_2.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Essentials/Destruction/Misc/DESTRMisc_Vehicle Impact_PSE_OE_IPziW_4.wav,sports,P20,ff07bf7f-2b00-4452-bd13-75fbf0579d88,9a7d1e01-4492-407b-be97-d015b3140cbb,final_sampled_400/ours/55463586_f0_ours.mp4,final_sampled_400/w2c_baseline/55463586_f0_W2C.mp4
78002694_f11.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Aircraft/Jet/AEROJet_Mitsubishi MU2 Idle 06_PSE_OCX_CtSGz_0.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Liquid & Mud/Movement/LIQMvmt_Snake Short Movements Slimy_PSE_OCX_xtK1W_5.wav,air,P1,9a4182e0-876d-4edb-b621-f057a3c651ea,86e7d13a-5ac3-4d53-a302-de7a55238a18,final_sampled_400/ours/78002694_f11_ours.mp4,final_sampled_400/w2c_baseline/78002694_f11_W2C.mp4
68102192_f6.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Expanded/Chains/Movement/CHAINMvmt_Chain Large Necklace Grab Pull_PSE_OX_7G5fN_2.wav,PSE_audio_dataset_split_filtered_JAN23_16k/Sonomar Collection - Magnetic/Metal/Impact/METLImpt_Impacts Dark Interior Low Pitch Drop Hit_PSE_SONMGN_TairI_2.wav,cloth,P2,7423ff78-beb8-4dc6-a4b2-cc8129e44f96,5c4588fa-06d9-4393-9d77-3a80038c62f5,final_sampled_400/ours/68102192_f6_ours.mp4,final_sampled_400/w2c_baseline/68102192_f6_W2C.mp4
166635389_f10.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Expanded/Animals/Cat Domestic/ANMLCat_Cat Siamese Irritating Meows_PSE_OX_p319A_0.wav,PSE_audio_dataset_split_filtered_JAN23_16k/Gen Collection - Vol. 2/Objects/OBJWrite_Marker Writing on Paper Sharpie Felt 02_PSE_GEN2_CtAgi_1.wav,animals,P3,b04055dd-12b0-411c-9949-e1469d971ec2,40ed5b91-48b1-46d5-9f6a-18727b2ac78b,final_sampled_400/ours/166635389_f10_ours.mp4,final_sampled_400/w2c_baseline/166635389_f10_W2C.mp4
14930521_f2.png,PSE_audio_dataset_split_filtered_JAN23_16k/King Collection - Guns - Pro/Guns/Automatic/GUNAuto_M60 Belt Fed Machine Gun Gunshot 269 17 M1_PSE_KCGP_pO7bC_5.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Liquid & Mud/Movement/LIQMvmt_Snake Short Movements Slimy_PSE_OCX_xtK1W_5.wav,destruction,P4,232c4cd1-7e22-4fd7-acf6-dbf99c1d3333,0acf21af-af61-4d09-a81f-a7c44749c5f0,final_sampled_400/ours/14930521_f2_ours.mp4,final_sampled_400/w2c_baseline/14930521_f2_W2C.mp4
126960800_f6.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Wood/Friction/WOODFric_Creaks Hardwood Footsteps CU_PSE_OCX_jmlGs_1.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Expanded/Communications/Telephone/COMTelph_Cordless Phone Ringing Beeps_PSE_OX_hlWTx_9.wav,plastic,P5,8afed94e-207e-4646-8b8f-d5bff5e96b30,37619e0f-9c2e-4f68-903c-0ed0bc6304cc,final_sampled_400/ours/126960800_f6_ours.mp4,final_sampled_400/w2c_baseline/126960800_f6_W2C.mp4
86825720_f1.png,PSE_audio_dataset_split_filtered_JAN23_16k/Doors/Sounds/DOORSwng_Swinging Service Door Open Squeak Subtle Spring_PSE_DRS_bM5sK_2.wav,PSE_audio_dataset_split_filtered_JAN23_16k/King Collection - Aircraft/Aircraft/AEROMil_F16 Thunderbird Jet Fly Over Maneuvers 04 ST1_PSE_KCAC_b6IpA_0.wav,drawers,P6,076a45a4-d87e-4be3-ae29-c0a26d8ba72d,7725f939-d40d-4d7a-b3cd-e17fe002a25a,final_sampled_400/ours/86825720_f1_ours.mp4,final_sampled_400/w2c_baseline/86825720_f1_W2C.mp4
37689825_f8.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Expanded/Chains/Movement/CHAINMvmt_Chain Large Necklace Grab Pull_PSE_OX_7G5fN_2.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Machines/Communications/Camera/COMCam_Camera Flash Recharge Ascending Sharp Pitch 01_PSE_OM_4Cmzc_2.wav,chains,P7,7b29591b-d7e8-463f-b0c0-f26c3b030136,abae4835-e3b0-422d-971a-6c6e36d2f9c0,final_sampled_400/ours/37689825_f8_ours.mp4,final_sampled_400/w2c_baseline/37689825_f8_W2C.mp4
179192302_f0.png,PSE_audio_dataset_split_filtered_JAN23_16k/Sound Mountain Collection - Vol.1/Doors/DOORKnck_Hotel Door Heavy Wood_PSE_SMV1_hmk47_1.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Machines/Communications/Camera/COMCam_Camera Flash Recharge Ascending Sharp Pitch 01_PSE_OM_4Cmzc_2.wav,wood,P8,6ad110be-c15b-4497-a3e6-a4a34558411a,ece92320-4c65-4498-a0b0-ab9ab762dfdf,final_sampled_400/ours/179192302_f0_ours.mp4,final_sampled_400/w2c_baseline/179192302_f0_W2C.mp4
101925933_f0.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Essentials/Motors/Electric/MOTRElec_Servo Motor 02_PSE_OE_2jc1B_4.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Metal/Impact/METLImpt_Shovel Hits Hard Metal Hits Against Rock Sharp 02_PSE_OCX_PmqAg_2.wav,chains,P9,527ce807-660f-4443-ac47-40fcaa2cbc58,a39fe5a5-8878-4ba9-b62b-e36f845e7290,final_sampled_400/ours/101925933_f0_ours.mp4,final_sampled_400/w2c_baseline/101925933_f0_W2C.mp4
151646216_f2.png,PSE_audio_dataset_split_filtered_JAN23_16k/Doors/Sounds/DOORSwng_Swinging Service Door Open Squeak Subtle Spring_PSE_DRS_bM5sK_2.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Essentials/Machines/Medical/MACHMed_Respirator 01_PSE_OE_lq74W_0.wav,wood,P10,a756e7cf-2cfd-48d8-aede-d669c63458f6,5fd4ccfe-be08-46f4-8d65-f935d398d6ca,final_sampled_400/ours/151646216_f2_ours.mp4,final_sampled_400/w2c_baseline/151646216_f2_W2C.mp4
29796325_f3.png,PSE_audio_dataset_split_filtered_JAN23_16k/Gen Collection - Vol. 1/Objects/Writing/OBJWrite_Pencil Drawing Shading and Scribbling_PSE_GEN_FEQuP_0.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Machines/Communications/Camera/COMCam_Camera Flash Recharge Ascending Sharp Pitch 01_PSE_OM_4Cmzc_2.wav,paper,P11,95ff34a9-62d4-496f-8b64-87482696a1e3,7078fb10-3a14-45f8-89c3-4b3180fc4205,final_sampled_400/ours/29796325_f3_ours.mp4,final_sampled_400/w2c_baseline/29796325_f3_W2C.mp4
144944689_f2.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Tools/Hand/TOOLHand_Chainsaw Pull String Start Many Revs Off_PSE_OCX_Evk6q_0.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Starter/Motors/Turbine/MOTRTurb_Mini Jet Car 02_PSE_OS_6duZW_1.wav,machines,P12,0d437b16-2d15-4c05-8323-15ed6e2925c0,50aac945-73a5-4a2b-a195-d2c1c65eaa08,final_sampled_400/ours/144944689_f2_ours.mp4,final_sampled_400/w2c_baseline/144944689_f2_W2C.mp4
107922839_f1.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Creatures/Birds/Misc/BIRDMisc_Obnoxious Birds 2 Squawking Loudly_PSE_OC_nrTK2_6.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Creatures/Birds/Songbird/BIRDSong_Canary Constant Squeaks Chirping Singing_PSE_OC_Fl6Lb_12.wav,birds,P13,0adcf2cc-bcea-49db-845e-7c39c2be69e5,c9b3fa2f-f0e9-4aa6-8732-1ac09a5fbf1b,final_sampled_400/ours/107922839_f1_ours.mp4,final_sampled_400/w2c_baseline/107922839_f1_W2C.mp4
145568451_f6.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Communications/Telephone/COMTelph_Merlin Phone Ringing Short and Long Bursts_PSE_OCX_8VCjR_5.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Machines/Communications/Camera/COMCam_Camera Flash Recharge Ascending Sharp Pitch 01_PSE_OM_4Cmzc_2.wav,beeps,P14,b6735f06-8930-4d16-bf7f-90bb185824ad,25fe4d4f-1a1a-41d4-a75f-2700e8b05e9b,final_sampled_400/ours/145568451_f6_ours.mp4,final_sampled_400/w2c_baseline/145568451_f6_W2C.mp4
184714605_f20.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Communications/Telephone/COMTelph_Merlin Phone Ringing Short and Long Bursts_PSE_OCX_8VCjR_5.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Expanded/Communications/Telephone/COMTelph_Cordless Phone Ringing Beeps_PSE_OX_hlWTx_9.wav,communications,P15,44cbc75d-add4-449c-b8f4-e152121d10e9,4ddff7be-9f9d-40b4-b5ea-ca4a78243be4,final_sampled_400/ours/184714605_f20_ours.mp4,final_sampled_400/w2c_baseline/184714605_f20_W2C.mp4
159476063_f12.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Creatures/Birds/Songbird/BIRDSong_Chickens Quiet Exterior Flock Some Ducks_PSE_OC_Nw8ct_6.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Creatures/Animals/Farm/ANMLFarm_Sheep Single Baas Grunty Squeals_PSE_OC_3jGRi_12.wav,birds,P16,4988be45-3644-4342-9c5d-2a07953b590a,4c86bf6e-8615-4bc0-a73a-b7158aa22225,final_sampled_400/ours/159476063_f12_ours.mp4,final_sampled_400/w2c_baseline/159476063_f12_W2C.mp4
76677099_f10.png,PSE_audio_dataset_split_filtered_JAN23_16k/Doors/Sounds/DOORSwng_Swinging Service Door Open Squeak Subtle Spring_PSE_DRS_bM5sK_2.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Machines/Communications/Camera/COMCam_Camera Flash Recharge Ascending Sharp Pitch 01_PSE_OM_4Cmzc_2.wav,metal,P17,ae89b047-4666-45fe-9862-2332b0c456d0,1b69554c-f59e-42f4-94ad-d1e8392b4f10,final_sampled_400/ours/76677099_f10_ours.mp4,final_sampled_400/w2c_baseline/76677099_f10_W2C.mp4
95297368_f6.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Water/Bubbles/WATRBubl_Liquid Blurps Splash Water Glug Splish Lapping_PSE_OCX_UTmjW_0.wav,PSE_audio_dataset_split_filtered_JAN23_16k/Dynamic Debris/Debris - Misc/WOODCrsh_Wood Crashing Fall with Metal Impacts_PSE_DDBRS_rA7to_0.wav,liquid & mud,P18,3027a420-6696-4c52-8e22-b47216b94d9b,1d976164-237c-4d46-a22a-134c57565a1e,final_sampled_400/ours/95297368_f6_ours.mp4,final_sampled_400/w2c_baseline/95297368_f6_W2C.mp4
132745209_f0.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Trains/Subway/TRNSbwy_New York City El Train Interior Ride 01_PSE_OCX_sBqM4_0.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Essentials/Trains/Horn/TRNHorn_Train Horn_PSE_OE_aJEyg_4.wav,trains,P19,1d8e55da-85f7-405a-a641-8c4a61df5bca,7682e195-c280-4b20-b853-78fc8eaf297c,final_sampled_400/ours/132745209_f0_ours.mp4,final_sampled_400/w2c_baseline/132745209_f0_W2C.mp4
151980651_f13.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Expanded/Motors/Electric/MOTRElec_Small Servo Tiny Motor Buzzy_PSE_OX_YVFIt_0.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Essentials/Bullets/Impact/BLLTImpt_Bullet Impact_PSE_OE_hFK4E_3.wav,motors,P20,1494e23f-9039-44a2-a196-e27965988135,d6cc6555-28c2-4b89-a90c-80c0ad77938d,final_sampled_400/ours/151980651_f13_ours.mp4,final_sampled_400/w2c_baseline/151980651_f13_W2C.mp4
166176515_f5.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Communications/Telephone/COMTelph_Merlin Phone Ringing Short and Long Bursts_PSE_OCX_8VCjR_5.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Machines/Communications/Camera/COMCam_Camera Flash Recharge Ascending Sharp Pitch 01_PSE_OM_4Cmzc_2.wav,bells,P1,8678d356-1b3e-4c50-89a2-ca5eb502b439,ec4b1460-9ca9-41e9-99b7-edb865a79d40,final_sampled_400/ours/166176515_f5_ours.mp4,final_sampled_400/w2c_baseline/166176515_f5_W2C.mp4
58681898_f7.png,PSE_audio_dataset_split_filtered_JAN23_16k/King Collection - Watercraft/Boats/BOATShip_HMS Rose Raising Sails Tack Movements_PSE_KCWC_7mrP3_28.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Expanded/Rocks/Friction/ROCKFric_Rock Mud Slide Avala_PSE_OX_pv1Au_4.wav,boats,P2,15eb0a80-1746-42e8-9cb7-e5e27af96993,b1e81f0f-3db8-4e37-a0b2-2c4c539ce8d7,final_sampled_400/ours/58681898_f7_ours.mp4,final_sampled_400/w2c_baseline/58681898_f7_W2C.mp4
63903522_f3.png,PSE_audio_dataset_split_filtered_JAN23_16k/King Collection - Vol. 1/Tools/Hand/TOOLHand_Chip Log Double Head Axe Clunk 37 02 ST5_PSE_KCV1_XHn4q_8.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Essentials/Guns/Pistol/GUNPis_Gun Blank Ammunition_PSE_OE_rxMbG_1.wav,foley,P3,674e6c0c-ff5e-4689-aac5-84ba41385ab3,80272b04-6b53-45be-aadc-fee5b1424e17,final_sampled_400/ours/63903522_f3_ours.mp4,final_sampled_400/w2c_baseline/63903522_f3_W2C.mp4
47952908_f10.png,PSE_audio_dataset_split_filtered_JAN23_16k/King Collection - Watercraft/Boats/BOATShip_HMS Rose Raising Sails Tack Movements_PSE_KCWC_7mrP3_5.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Machines/Communications/Camera/COMCam_Camera Flash Recharge Ascending Sharp Pitch 01_PSE_OM_4Cmzc_2.wav,food & drink,P4,c233802a-fdaa-4d04-a190-95e7887f823f,f39e38bb-d565-4ffa-a65d-083ba2fb588d,final_sampled_400/ours/47952908_f10_ours.mp4,final_sampled_400/w2c_baseline/47952908_f10_W2C.mp4
